year,state,district,rape,attempt_to_rape,gang_rape,murder_with_rape,kidnapping_and_abduction,dowry_deaths,dowry_prohibition_act,cruelty_by_husband_or_relatives_498A,acid_attack,attempt_to_acid_attack,assault_on_women_modesty_354,assault_intent_disrobe_354B,voyeurism_354C,stalking_354D,insult_to_modesty_509,trafficking,procuration_of_minor_girls,importation_of_girls,immoral_traffic_act,indecent_representation_of_women,women_killed_in_honour_killing,witch_hunting,cyber_crime_obscenity_against_women,cyber_stalking_bullying_against_women,child_marriage_prohibition_act,pocso_rape,pocso_assault,pocso_harassment,pocso_unnatural_offences,pocso_other,abduction_for_marriage,abduction_for_illicit_intercourse,attempt_to_kidnap,domestic_violence_act_cases,abetment_to_suicide_women,attempt_to_murder_women,insult_outraging_modesty_other,sexual_harassment_workplace,dowry_harassment,marital_rape_reports,total_cases
2011,Meghalaya,Meghalaya District 1,17,24,20,36,27,25,28,30,26,23,38,20,24,17,22,24,21,20,23,15,15,20,19,34,26,21,18,20,17,21,17,14,21,24,21,16,25,23,25,16,2054
2011,Meghalaya,Meghalaya District 2,15,23,22,19,36,23,26,31,27,36,36,22,24,22,20,27,19,21,27,18,19,23,21,24,23,19,22,25,19,20,27,26,22,15,17,20,17,23,34,22,2006
2011,Meghalaya,Meghalaya District 3,31,21,17,22,32,23,19,25,19,13,29,23,27,24,27,23,26,23,24,15,18,23,23,22,18,30,24,27,24,30,18,25,20,29,15,33,18,31,26,14,2008
2011,Meghalaya,Meghalaya District 4,22,17,21,22,23,26,20,29,22,31,26,26,28,22,28,35,30,26,26,25,27,24,19,10,29,25,22,20,26,22,16,24,21,28,21,11,22,24,23,10,2049
2011,Meghalaya,Meghalaya District 5,26,20,11,24,32,16,26,35,22,15,27,19,25,24,23,25,23,33,23,22,29,26,26,23,26,27,21,32,29,21,26,27,28,25,27,20,22,22,24,22,2123
2011,Meghalaya,Meghalaya District 6,22,27,26,18,26,17,21,29,21,26,32,19,24,17,27,20,28,28,16,28,26,23,16,17,26,21,26,20,24,27,24,29,21,20,17,26,20,27,21,26,2027
2011,Meghalaya,Meghalaya District 7,23,16,24,19,31,17,32,30,13,22,32,21,18,22,26,27,26,22,26,15,21,32,19,24,16,27,22,24,38,19,22,24,27,14,20,19,23,22,16,25,2007
2011,Meghalaya,Meghalaya District 8,34,20,19,30,31,22,14,38,18,18,33,21,24,27,21,27,23,22,21,23,21,19,22,20,30,22,21,26,17,20,12,21,24,15,27,14,32,28,28,18,2065
2011,Meghalaya,Meghalaya District 9,27,29,20,23,39,18,15,37,19,24,29,19,21,29,23,26,18,21,20,32,20,24,30,21,22,32,18,30,24,26,21,26,22,21,20,22,22,21,19,26,2015
2011,Meghalaya,Meghalaya District 10,23,26,23,23,29,19,24,49,13,19,36,24,21,22,19,19,29,15,23,17,27,22,19,22,23,26,16,24,14,22,18,15,16,21,23,28,19,19,14,31,2015
2011,Mizoram,Mizoram District 1,20,15,18,20,16,23,24,20,17,20,14,19,17,24,18,23,11,21,16,16,24,20,14,18,11,22,15,18,18,13,21,15,19,9,13,15,18,19,19,26,1553
2011,Mizoram,Mizoram District 2,20,13,20,17,21,17,21,21,16,21,28,24,12,26,13,12,12,11,16,22,16,15,14,15,26,16,22,13,19,14,14,17,15,16,16,20,17,15,20,11,1569
2011,Mizoram,Mizoram District 3,24,17,11,16,34,21,15,25,19,13,28,19,27,19,14,22,21,13,11,24,21,21,10,14,9,18,19,20,18,10,25,19,22,16,12,24,12,24,13,23,1613
2011,Mizoram,Mizoram District 4,15,14,10,16,42,20,26,30,16,17,30,17,23,12,12,15,21,14,18,13,26,16,8,24,15,23,11,18,14,12,14,22,32,9,16,15,19,27,12,17,1557
2011,Mizoram,Mizoram District 5,23,11,21,17,22,17,18,22,22,14,33,13,16,11,21,19,20,12,13,17,19,15,16,11,21,18,24,22,9,19,19,10,21,13,14,18,10,13,19,27,1545
2011,Mizoram,Mizoram District 6,17,11,15,8,22,12,21,25,13,12,31,21,14,19,18,26,22,19,19,18,18,21,13,22,20,16,15,16,16,19,12,20,14,24,21,22,17,20,17,27,1620
2011,Mizoram,Mizoram District 7,13,17,17,17,22,21,14,31,12,21,21,15,23,16,17,15,11,20,21,13,16,20,18,20,13,20,21,13,24,16,15,10,9,18,26,24,21,14,19,10,1569
2011,Mizoram,Mizoram District 8,17,11,13,15,36,13,16,30,18,17,31,19,18,16,17,21,18,17,16,11,11,19,17,13,14,17,20,22,19,16,17,16,15,11,13,19,18,11,11,12,1560
2011,Mizoram,Mizoram District 9,14,14,17,16,25,25,18,25,14,16,22,20,20,16,24,17,14,16,21,16,18,19,17,24,20,22,17,16,20,14,17,21,20,14,19,13,21,19,17,18,1612
2011,Mizoram,Mizoram District 10,10,15,25,17,37,16,26,30,14,17,36,17,24,12,18,15,24,18,11,14,17,16,10,16,14,21,11,9,9,18,9,16,18,24,16,17,11,17,16,23,1577
2011,Mizoram,Mizoram District 11,13,16,13,22,27,17,26,31,22,12,21,14,20,15,19,14,18,14,15,15,8,18,10,19,17,23,18,24,12,12,24,16,16,22,19,12,26,19,19,15,1615
2011,Mizoram,Mizoram District 12,21,18,22,22,26,17,16,25,18,15,28,25,16,10,13,23,19,12,18,19,18,28,14,14,17,14,22,19,18,18,16,14,13,22,25,13,25,24,18,22,1619
2011,Mizoram,Mizoram District 13,17,16,16,11,32,21,16,36,17,12,27,16,22,16,21,17,15,13,16,22,14,18,19,15,22,12,16,25,17,14,18,23,17,20,8,24,20,24,23,14,1610
2011,Nagaland,Nagaland District 1,39,31,29,35,50,26,38,39,34,37,45,30,32,25,27,37,32,43,36,33,34,37,36,27,24,36,30,38,34,28,26,23,26,33,45,29,30,40,18,32,2929
2011,Nagaland,Nagaland District 2,27,34,32,38,50,37,42,50,30,41,46,35,51,37,41,27,32,25,18,35,38,37,24,34,36,44,31,28,34,28,23,24,33,34,40,41,23,36,38,20,2991
2011,Nagaland,Nagaland District 3,27,33,28,30,55,34,30,38,39,31,32,29,38,33,30,40,22,39,34,34,36,36,30,31,30,29,23,31,22,38,35,44,27,29,37,33,36,30,32,34,2998
2011,Nagaland,Nagaland District 4,21,37,35,31,43,35,29,54,28,30,45,23,31,39,32,31,32,35,32,38,34,30,26,31,40,29,35,23,28,34,33,22,35,25,44,37,33,30,33,25,2968
2011,Nagaland,Nagaland District 5,26,27,40,38,49,36,31,30,35,29,41,29,29,30,35,27,43,40,40,40,32,37,34,41,33,26,29,35,31,33,38,36,27,35,37,19,34,30,31,26,2972
2011,Nagaland,Nagaland District 6,39,31,42,28,37,36,35,46,31,38,41,34,34,25,40,36,35,32,40,45,24,29,30,34,39,31,31,24,32,39,37,26,32,34,32,32,34,23,37,31,2956
2011,Nagaland,Nagaland District 7,37,32,27,25,41,26,45,37,40,36,34,30,42,27,27,33,23,28,37,39,32,26,23,36,31,30,34,26,31,30,28,20,17,36,41,33,29,30,27,25,2887
2011,Nagaland,Nagaland District 8,23,41,24,33,40,24,33,41,33,35,47,26,32,34,35,36,38,33,34,32,36,25,35,38,32,29,35,33,35,31,20,32,27,33,30,28,29,30,31,28,2930
2011,Nagaland,Nagaland District 9,44,37,35,25,36,31,32,39,27,33,37,34,37,39,22,35,31,39,30,26,40,41,36,28,30,25,39,24,42,32,30,30,37,34,25,24,33,28,19,30,2882
2011,Nagaland,Nagaland District 10,27,26,20,29,48,46,24,43,32,23,39,36,38,32,28,32,42,24,43,29,26,33,30,27,31,33,31,25,29,27,30,33,41,43,40,30,23,37,33,27,2863
2011,Nagaland,Nagaland District 11,22,27,31,29,45,24,35,51,34,37,39,23,21,36,25,39,25,29,44,27,34,29,29,32,19,43,30,34,28,35,35,37,35,37,40,29,29,28,33,38,2877
2011,Nagaland,Nagaland District 12,29,34,27,32,45,28,35,42,31,37,51,26,42,28,34,34,29,44,31,25,35,36,26,32,26,31,28,41,36,29,27,29,34,30,38,30,25,33,32,33,2977
2011,Odisha,Odisha District 1,31,31,29,37,44,39,28,34,27,26,32,48,27,28,35,29,27,42,42,37,41,33,38,34,26,34,37,27,30,31,33,28,41,35,34,39,38,37,35,36,2952
2011,Odisha,Odisha District 2,28,29,22,28,45,32,37,51,36,33,52,33,35,19,36,19,33,36,35,38,33,36,38,31,33,36,29,30,22,36,35,45,32,40,33,28,33,30,38,31,2951
2011,Odisha,Odisha District 3,39,30,23,39,33,32,37,50,33,25,43,28,36,34,26,22,33,34,32,36,38,30,35,38,39,33,27,26,35,38,28,42,33,27,29,40,21,33,31,34,2974
2011,Odisha,Odisha District 4,29,28,28,45,54,33,29,29,31,24,44,32,30,27,34,34,24,35,39,27,28,44,25,34,36,26,30,28,31,37,27,30,22,28,30,27,36,35,32,31,2897
2011,Odisha,Odisha District 5,33,37,36,23,58,39,20,43,30,48,50,40,34,33,38,36,31,30,25,23,32,30,27,29,38,35,39,39,26,39,30,33,26,35,30,40,41,44,33,38,2893
2011,Odisha,Odisha District 6,34,31,35,32,57,26,24,45,21,32,35,40,36,32,36,19,29,28,39,35,25,28,18,30,39,39,45,42,35,33,25,37,24,37,40,35,26,30,37,33,2967
2011,Odisha,Odisha District 7,24,21,23,32,46,31,35,50,21,34,47,30,32,26,33,29,34,30,41,23,39,47,26,25,27,36,34,28,35,33,38,32,21,39,33,33,38,45,34,37,2950
2011,Odisha,Odisha District 8,32,39,33,27,37,39,28,48,28,26,41,28,31,31,45,23,32,44,40,29,35,30,26,27,34,39,30,38,36,23,43,27,40,36,22,32,29,29,35,29,2903
2011,Odisha,Odisha District 9,25,24,34,36,42,31,40,34,27,31,39,35,22,42,33,39,38,35,36,26,34,26,36,29,32,32,32,38,28,34,36,30,35,32,26,40,25,26,35,27,2901
2011,Punjab,Punjab District 1,46,33,33,44,40,40,42,54,28,37,42,43,30,37,36,47,39,34,48,31,41,36,34,25,23,35,36,41,40,36,48,34,41,28,28,34,30,34,36,30,3281
2011,Punjab,Punjab District 2,36,42,27,25,44,32,35,36,27,37,31,32,42,36,41,34,47,38,33,51,39,45,37,31,39,33,31,45,36,45,34,38,40,40,27,49,39,41,36,42,3308
2011,Punjab,Punjab District 3,34,44,43,30,45,31,48,44,45,34,55,29,34,40,39,33,33,39,37,32,40,34,39,47,37,47,35,39,52,26,34,33,30,33,49,41,31,39,40,45,3450
2011,Punjab,Punjab District 4,43,29,31,33,49,43,33,48,44,31,48,37,40,38,41,49,29,36,46,42,41,33,30,38,41,29,37,33,36,35,35,36,32,34,37,35,38,40,31,30,3420
2011,Punjab,Punjab District 5,27,35,33,35,46,31,45,55,30,39,50,43,42,38,38,37,36,49,38,31,38,35,32,51,42,37,28,39,28,28,32,46,28,41,43,37,30,38,24,31,3364
2011,Punjab,Punjab District 6,38,36,42,39,44,37,36,58,41,30,49,40,38,31,42,41,32,28,34,39,37,37,39,41,37,48,32,32,38,44,36,45,43,36,46,44,31,39,36,35,3456
2011,Punjab,Punjab District 7,36,31,36,37,55,39,38,46,36,45,46,34,30,37,35,33,38,46,26,37,35,46,36,46,41,29,40,31,50,44,36,42,43,24,50,42,35,30,25,33,3408
2011,Punjab,Punjab District 8,34,45,45,40,53,48,37,45,38,40,47,29,46,32,38,37,31,33,27,34,34,40,49,34,32,46,45,36,43,33,40,41,40,37,34,28,41,37,43,34,3427
2011,Punjab,Punjab District 9,35,59,34,33,54,26,33,43,35,40,46,30,38,37,30,32,26,34,30,43,32,37,46,35,35,29,43,42,43,33,40,42,40,31,42,35,33,35,39,41,3386
2011,Punjab,Punjab District 10,36,41,33,39,49,31,35,45,30,40,50,40,44,27,26,29,31,46,35,33,43,36,42,40,52,33,34,44,34,35,34,33,26,48,40,38,43,31,45,38,3418
2011,Punjab,Punjab District 11,35,35,30,42,50,40,39,33,37,33,44,43,35,42,31,33,39,43,44,33,39,36,31,37,37,27,39,36,42,30,29,38,32,31,45,44,32,31,43,33,3295
2011,Punjab,Punjab District 12,46,43,33,38,50,52,37,50,41,33,47,30,31,37,33,42,31,40,50,39,36,37,26,32,43,34,35,26,40,39,42,29,38,38,36,36,45,37,29,43,3431
2011,Punjab,Punjab District 13,46,42,37,35,44,33,41,44,45,43,37,47,49,53,43,53,39,33,30,29,48,40,32,38,30,27,49,26,38,41,32,39,46,37,33,44,32,38,33,34,3430
2011,Punjab,Punjab District 14,33,38,31,29,37,37,41,39,38,26,38,36,37,37,36,43,32,43,39,48,40,35,39,33,36,48,35,37,43,38,31,30,32,29,40,30,40,32,35,29,3265
2011,Punjab,Punjab District 15,31,29,39,34,48,31,39,49,47,40,53,37,37,36,32,40,34,33,31,36,33,43,32,40,39,44,26,48,47,34,26,37,40,31,43,32,32,36,41,35,3414
2011,Rajasthan,Rajasthan District 1,17,15,5,12,31,17,10,25,11,15,28,14,5,10,13,9,25,12,13,9,11,3,12,10,11,12,12,13,13,9,16,11,9,13,10,11,11,7,10,18,1137
2011,Rajasthan,Rajasthan District 2,18,15,15,14,22,15,9,27,16,11,18,13,11,10,9,19,11,14,15,16,17,9,19,14,10,15,7,17,14,11,7,16,14,7,7,17,6,7,13,14,1158
2011,Rajasthan,Rajasthan District 3,13,11,17,12,27,10,11,25,13,20,27,18,11,13,9,14,10,7,8,14,16,7,15,12,17,15,19,8,10,9,15,4,11,5,20,9,9,13,10,14,1137
2011,Rajasthan,Rajasthan District 4,14,14,7,10,20,12,11,23,9,9,17,8,7,9,8,17,14,7,14,7,12,19,14,24,13,21,6,11,10,9,11,16,12,11,13,9,17,15,10,9,1112
2011,Rajasthan,Rajasthan District 5,12,7,12,15,14,17,11,25,10,12,27,10,11,9,9,13,7,10,16,8,10,15,20,21,12,9,10,16,15,12,11,9,8,7,10,12,15,11,15,8,1099
2011,Rajasthan,Rajasthan District 6,9,12,20,18,22,19,17,19,12,12,20,10,12,10,14,8,12,18,11,13,14,18,9,8,16,11,13,3,9,13,15,18,19,4,5,16,8,5,2,17,1112
2011,Rajasthan,Rajasthan District 7,13,8,13,10,37,14,9,17,12,9,24,10,16,17,13,7,12,9,9,9,16,9,11,14,13,7,20,11,9,9,19,8,13,12,15,2,17,11,11,11,1136
2011,Rajasthan,Rajasthan District 8,6,16,18,13,28,11,12,27,11,17,20,16,17,9,11,11,13,14,13,14,16,13,14,13,16,9,10,11,14,15,12,11,21,17,12,12,11,14,14,18,1148
2011,Rajasthan,Rajasthan District 9,9,14,14,5,16,17,15,26,9,15,27,11,7,12,9,13,10,11,10,12,14,13,16,14,10,11,13,10,12,6,16,10,11,11,9,14,8,14,15,16,1155
2011,Rajasthan,Rajasthan District 10,10,13,9,9,20,11,9,29,8,10,27,9,12,10,17,11,13,13,18,14,11,11,13,17,17,13,9,9,3,12,16,14,10,17,10,10,12,13,13,13,1095
2011,Rajasthan,Rajasthan District 11,4,9,16,16,32,14,13,20,16,11,19,12,17,12,11,10,9,14,10,15,9,14,13,8,9,10,8,10,9,14,11,10,13,10,12,11,22,12,12,11,1126
2011,Rajasthan,Rajasthan District 12,11,10,14,11,27,13,11,30,15,14,12,11,21,19,13,15,13,15,11,6,16,11,14,11,14,6,13,8,15,13,13,13,7,13,15,11,9,17,14,14,1169
2011,Rajasthan,Rajasthan District 13,10,13,9,12,22,11,17,27,20,11,24,16,15,15,13,13,9,15,13,14,14,10,15,12,12,12,5,12,14,19,13,12,11,13,15,14,19,11,8,22,1153
2011,Rajasthan,Rajasthan District 14,19,7,11,13,23,11,8,24,11,10,33,14,17,12,20,13,17,10,13,9,12,17,13,9,6,9,10,17,14,18,11,14,7,16,8,14,11,15,10,6,1144
2011,Rajasthan,Rajasthan District 15,14,13,8,10,13,9,10,14,7,13,24,14,15,16,15,14,10,13,9,20,17,10,15,15,13,15,10,14,16,12,9,5,18,8,15,11,12,13,18,14,1121
2011,Rajasthan,Rajasthan District 16,11,13,15,8,25,10,12,16,13,15,21,12,16,8,14,16,13,11,10,12,12,19,13,17,10,16,15,12,11,10,7,16,10,13,7,15,12,15,19,14,1145
2011,Rajasthan,Rajasthan District 17,14,12,13,4,18,2,11,23,12,11,24,14,10,9,12,4,17,9,12,12,12,17,12,12,13,9,10,12,14,10,8,5,8,13,9,15,10,7,11,12,1094
2011,Rajasthan,Rajasthan District 18,12,16,8,12,23,7,10,16,14,11,20,14,14,7,9,15,10,11,12,14,11,14,7,7,13,8,10,15,12,12,15,19,15,11,10,7,10,9,11,11,1102
2011,Rajasthan,Rajasthan District 19,14,16,12,12,29,13,11,16,16,11,20,15,16,17,11,7,13,10,12,11,12,6,10,12,9,9,13,8,12,14,20,21,16,11,7,16,13,19,10,14,1095
2011,Sikkim,Sikkim District 1,44,33,38,31,42,55,41,47,41,39,46,38,30,49,40,48,32,28,47,35,36,43,37,34,37,36,33,38,32,45,37,44,28,28,35,44,40,37,31,32,3341
2011,Sikkim,Sikkim District 2,37,43,38,33,48,41,43,44,43,40,41,39,32,39,26,31,44,35,39,42,23,35,26,26,39,43,32,48,36,39,42,33,35,38,37,37,37,31,28,44,3346
2011,Sikkim,Sikkim District 3,31,38,28,33,50,28,38,45,42,34,43,36,34,34,39,35,34,40,33,49,36,43,34,41,32,30,30,29,37,47,41,50,29,42,33,39,32,46,25,35,3325
2011,Sikkim,Sikkim District 4,43,37,39,30,39,42,35,50,44,42,41,50,49,34,30,37,38,33,40,36,37,37,33,31,46,37,40,38,33,40,29,39,41,20,48,34,35,42,37,36,3402
2011,Sikkim,Sikkim District 5,36,37,48,34,46,33,35,41,36,34,53,37,27,42,34,40,40,35,47,27,31,32,37,36,40,42,38,53,33,46,33,47,30,45,28,35,36,39,41,36,3399
2011,Sikkim,Sikkim District 6,43,36,25,34,44,35,29,43,29,38,41,33,44,48,40,33,28,25,43,40,37,37,42,45,43,45,30,34,39,22,37,30,31,38,38,38,42,43,40,45,3403
2011,Sikkim,Sikkim District 7,28,32,39,30,55,44,44,45,37,37,49,33,36,38,44,47,35,36,40,36,34,44,44,36,40,47,46,44,42,41,28,37,42,36,27,39,36,41,38,50,3374
2011,Sikkim,Sikkim District 8,34,31,47,38,42,33,38,48,41,32,54,41,39,34,50,40,41,29,46,54,45,30,47,39,34,37,39,48,40,35,45,37,39,38,39,46,38,47,38,39,3422
2011,Sikkim,Sikkim District 9,28,36,45,31,51,29,43,56,34,39,46,38,30,31,39,35,34,36,33,37,32,49,41,37,44,35,28,30,46,42,28,37,32,38,52,47,40,34,43,36,3364
2011,Sikkim,Sikkim District 10,34,45,42,42,51,37,38,47,41,31,51,39,45,29,34,36,38,30,35,31,24,31,33,37,31,36,38,37,38,34,42,36,26,30,31,35,37,41,29,52,3331
2011,Sikkim,Sikkim District 11,32,23,33,38,52,48,35,47,37,46,42,40,43,41,38,27,38,35,32,40,35,42,42,40,31,33,33,24,29,52,43,31,29,42,28,23,30,37,26,34,3367
2011,Sikkim,Sikkim District 12,26,30,44,36,49,40,40,48,32,44,32,33,29,36,32,34,34,43,39,50,40,31,41,42,35,33,35,45,32,34,42,40,44,42,26,24,37,35,30,37,3263
2011,Sikkim,Sikkim District 13,39,35,25,43,50,42,29,48,44,39,44,34,38,36,30,33,36,22,36,38,32,33,43,39,34,38,41,35,46,40,33,43,38,27,37,28,37,47,37,53,3398
2011,Tamil Nadu,Tamil District 1,19,15,18,19,29,16,21,26,14,15,28,16,11,14,27,17,12,20,12,16,25,15,21,20,12,15,23,21,18,26,19,17,18,15,19,21,18,16,15,16,1554
2011,Tamil Nadu,Tamil District 2,13,19,18,15,24,19,18,20,19,12,26,18,25,21,24,19,21,12,15,16,23,12,23,13,14,24,14,20,8,12,19,21,11,17,14,15,13,12,13,14,1572
2011,Tamil Nadu,Tamil District 3,28,19,14,14,35,11,16,21,16,25,29,12,16,18,17,13,13,15,23,17,13,20,20,19,18,13,16,16,18,14,18,19,15,12,12,19,19,14,22,23,1593
2011,Tamil Nadu,Tamil District 4,16,16,14,17,23,7,13,33,12,18,19,25,16,22,11,26,20,22,11,17,13,23,19,21,15,19,19,19,21,17,19,23,19,23,25,24,15,15,12,17,1602
2011,Tamil Nadu,Tamil District 5,20,14,15,13,27,13,15,22,24,16,22,21,19,13,20,21,9,22,16,13,19,17,16,14,18,18,13,18,20,16,15,16,22,15,16,30,25,16,10,21,1607
2011,Tamil Nadu,Tamil District 6,21,18,26,19,27,22,14,33,24,13,24,11,17,7,25,19,19,17,16,26,11,16,16,13,16,14,15,16,13,17,13,23,17,16,18,15,15,17,16,14,1594
2011,Tamil Nadu,Tamil District 7,11,14,15,20,31,23,16,23,16,13,28,18,14,16,21,18,11,14,20,13,18,21,19,20,13,17,16,19,20,13,18,25,17,20,11,16,11,17,26,13,1594
2011,Tamil Nadu,Tamil District 8,12,19,21,17,32,14,13,30,15,16,23,19,13,19,13,23,15,15,25,10,21,13,24,25,16,17,24,25,25,22,27,28,30,17,13,19,14,24,14,13,1625
2011,Tamil Nadu,Tamil District 9,20,13,21,18,31,16,12,32,16,24,27,21,29,17,20,20,23,13,18,8,14,18,15,32,15,15,13,22,8,14,15,20,15,14,18,18,21,20,18,17,1558
2011,Telangana,Telangana District 1,33,25,23,26,31,18,18,37,28,18,39,32,26,23,27,15,22,29,26,25,17,28,33,26,22,22,28,27,20,24,29,18,19,31,27,28,34,25,28,26,2431
2011,Telangana,Telangana District 2,37,20,32,26,34,30,27,38,30,28,46,26,25,19,29,28,30,19,31,19,22,25,24,20,23,31,26,28,35,25,28,21,23,29,20,32,29,41,37,33,2496
2011,Telangana,Telangana District 3,16,22,28,25,36,30,32,31,35,23,33,26,30,23,24,36,29,26,19,18,28,28,17,18,20,22,32,31,22,22,29,18,26,25,31,26,35,27,25,33,2466
2011,Telangana,Telangana District 4,34,17,35,27,36,25,20,45,28,33,37,26,28,28,23,32,33,27,31,24,28,26,27,24,22,29,26,16,24,31,29,27,26,32,23,24,25,31,28,32,2499
2011,Telangana,Telangana District 5,32,27,23,27,42,26,29,41,34,25,39,26,35,23,17,31,32,26,26,15,30,39,25,25,26,37,32,29,33,23,37,22,31,30,22,19,20,25,25,27,2521
2011,Telangana,Telangana District 6,25,34,30,29,41,31,22,34,27,21,38,32,24,23,30,26,30,23,35,24,31,32,26,28,22,23,30,26,24,27,17,30,34,18,24,26,16,24,33,23,2458
2011,Telangana,Telangana District 7,33,35,24,25,45,28,21,27,23,28,46,33,30,25,29,24,30,24,29,21,32,27,34,20,25,22,23,26,28,29,22,25,26,17,19,34,25,33,31,25,2455
2011,Telangana,Telangana District 8,18,21,40,32,32,21,30,33,30,31,45,28,22,30,18,26,26,23,36,24,28,30,25,36,18,21,26,25,37,32,21,30,21,21,34,25,29,31,28,35,2489
2011,Telangana,Telangana District 9,27,21,26,25,43,20,22,37,25,23,34,26,22,28,31,46,32,30,27,26,22,38,22,29,26,31,27,29,23,18,27,32,19,35,23,25,24,24,27,21,2395
2011,Telangana,Telangana District 10,27,27,30,31,33,14,25,41,31,33,42,25,18,32,25,27,34,24,22,32,27,29,31,24,32,27,25,32,23,30,23,30,37,23,31,18,26,19,25,31,2508
2011,Telangana,Telangana District 11,24,28,27,26,40,27,27,43,24,33,36,24,30,23,31,29,32,20,31,29,24,19,32,25,27,22,29,22,30,32,26,27,23,28,22,27,24,22,29,30,2442
2011,Telangana,Telangana District 12,35,26,22,29,34,25,25,43,35,22,51,21,19,16,31,32,29,17,28,23,31,16,26,12,27,36,29,34,25,25,30,23,23,25,30,30,26,27,24,26,2432
2011,Telangana,Telangana District 13,27,26,26,30,48,35,31,33,30,30,31,35,16,13,22,22,22,24,26,24,29,27,25,30,20,21,23,28,28,34,31,24,26,39,26,31,28,24,31,25,2427
2011,Telangana,Telangana District 14,23,29,17,28,37,26,29,31,29,28,33,37,32,27,28,22,40,20,27,29,36,20,23,28,19,38,30,23,25,35,40,25,28,26,29,32,28,27,21,25,2458
2011,Telangana,Telangana District 15,28,28,28,30,39,32,28,32,29,20,46,22,31,22,32,36,37,28,19,29,27,19,31,27,25,32,22,25,23,40,31,28,26,18,23,32,26,24,31,31,2464
2011,Telangana,Telangana District 16,34,22,29,24,36,31,32,41,35,24,29,20,34,31,23,12,29,27,17,24,27,26,25,30,32,27,22,24,33,27,26,26,32,35,33,29,29,31,31,24,2453
2011,Telangana,Telangana District 17,24,28,28,27,46,23,30,34,25,23,47,28,26,28,33,26,27,25,20,27,26,28,26,22,27,29,29,32,35,31,24,25,20,23,25,29,27,37,28,22,2452
2011,Telangana,Telangana District 18,38,29,35,18,49,29,31,41,19,31,37,30,24,31,32,27,19,29,25,21,27,35,37,26,24,25,22,23,20,28,26,30,31,22,18,33,32,20,26,15,2452
2011,Telangana,Telangana District 19,18,33,33,29,35,26,24,36,25,20,41,26,26,30,35,40,24,26,30,23,31,30,34,32,22,35,29,27,28,29,19,36,25,23,31,24,24,24,26,33,2492
2011,Tripura,Tripura District 1,13,17,16,15,16,11,16,22,9,12,23,18,14,9,9,10,18,14,17,17,11,11,10,18,7,9,11,14,10,15,14,11,16,16,5,12,13,11,7,16,1164
2011,Tripura,Tripura District 2,14,8,12,10,23,10,17,20,10,9,16,17,13,13,5,6,17,15,12,14,7,9,7,7,9,6,15,15,11,22,18,11,14,14,14,14,8,14,13,11,1098
2011,Tripura,Tripura District 3,13,13,12,12,31,11,7,23,13,15,20,17,15,17,10,10,18,21,16,16,7,11,11,8,13,11,10,8,15,12,12,15,12,19,16,12,18,9,15,13,1141
2011,Tripura,Tripura District 4,14,11,19,11,26,10,12,22,15,13,28,17,10,11,13,13,14,8,13,10,18,10,12,8,16,10,17,11,12,15,9,10,18,15,12,13,7,9,13,12,1171
2011,Tripura,Tripura District 5,12,11,15,13,24,7,12,22,13,15,11,11,9,14,13,11,12,18,24,12,15,14,7,11,7,12,12,10,19,12,15,17,11,9,8,14,11,8,13,22,1116
2011,Tripura,Tripura District 6,15,19,16,14,19,10,15,28,8,6,21,9,15,10,10,11,23,13,13,13,9,8,15,9,9,7,14,23,9,11,18,13,15,6,15,12,12,17,11,14,1147
2011,Tripura,Tripura District 7,11,20,12,7,26,10,14,23,12,14,15,8,9,16,14,13,12,17,11,9,15,12,11,11,11,22,16,4,15,10,12,13,12,14,19,15,12,14,9,16,1176
2011,Tripura,Tripura District 8,17,11,17,11,13,11,9,13,11,6,23,8,10,11,12,10,14,7,9,9,9,7,8,11,9,9,14,10,15,10,13,12,16,15,16,17,16,13,14,14,1103
2011,Tripura,Tripura District 9,14,7,14,9,17,13,11,16,15,10,23,8,14,19,5,12,9,11,11,13,8,14,13,14,10,10,10,12,13,21,9,12,15,12,10,11,15,10,12,15,1097
2011,Tripura,Tripura District 10,15,15,16,16,19,11,11,14,13,11,31,14,11,14,20,14,12,15,15,10,10,10,9,12,10,17,15,8,10,5,8,11,15,14,16,10,16,10,13,19,1137
2011,Tripura,Tripura District 11,8,13,6,8,20,16,17,17,13,13,25,8,12,8,15,12,6,14,17,9,13,16,10,7,16,15,13,11,16,22,8,10,16,9,9,12,11,7,17,8,1123
2011,Tripura,Tripura District 12,8,12,15,10,27,15,17,22,19,12,15,8,14,10,10,12,11,9,13,9,16,7,23,14,10,13,12,6,9,15,11,10,6,9,11,19,10,16,10,11,1098
2011,Uttar Pradesh,Uttar District 1,13,24,19,16,17,11,19,23,21,16,28,19,13,26,15,16,18,16,18,15,8,14,13,12,17,21,18,29,18,23,21,13,16,23,24,14,21,22,13,16,1610
2011,Uttar Pradesh,Uttar District 2,18,18,17,19,27,17,17,20,16,18,22,15,19,26,13,16,21,19,22,19,20,17,19,20,9,24,19,15,19,17,24,15,18,16,21,19,19,13,14,12,1576
2011,Uttar Pradesh,Uttar District 3,17,11,15,15,24,19,21,34,10,20,29,16,18,18,21,21,18,21,21,23,19,15,22,13,16,13,20,13,15,11,17,9,13,17,20,15,14,13,15,20,1562
